date,market,program_type,reward_usd,status
2026-08-19,usgubewc-usgub-ma-2026-11-03-dem,liquidityProgram,1.87,PAID
2026-08-19,usgubewc-usgub-ma-2026-11-03-rep,liquidityProgram,0.82,PAID
2026-08-19,usgubewc-usgub-md-2026-11-03-dem,liquidityProgram,0.06,PAID
2026-08-19,usgubewc-usgub-ne-2026-11-03-rep,liquidityProgram,1.71,PAID
2026-08-19,usgubewc-usgub-nm-2026-11-03-dem,liquidityProgram,1.8,PAID
2026-08-19,usgubewc-usgub-nm-2026-11-03-rep,liquidityProgram,0.05,PAID
2026-08-19,usgubewc-usgub-ok-2026-11-03-rep,liquidityProgram,0.35,PAID
2026-08-19,usgubewc-usgub-pa-2026-11-03-dem,liquidityProgram,0.04,PAID
2026-08-19,usgubewc-usgub-pa-2026-11-03-rep,liquidityProgram,0.03,PAID
2026-08-19,usgubewc-usgub-ri-2026-11-03-dem,liquidityProgram,0.24,PAID
2026-08-19,usgubewc-usgub-ri-2026-11-03-kenblo,liquidityProgram,0.01,PAID
2026-08-19,usgubewc-usgub-tn-2026-11-03-dem,liquidityProgram,0.03,PAID
2026-08-19,usgubewc-usgub-tn-2026-11-03-rep,liquidityProgram,1.15,PAID
2026-08-19,usgubewc-usgub-tx-2026-11-03-dem,liquidityProgram,3.94,PAID
2026-08-19,usgubewc-usgub-tx-2026-11-03-rep,liquidityProgram,5.75,PAID
2026-08-19,usgubewc-usgub-wy-2026-11-03-dem,liquidityProgram,2.95,PAID
2026-08-19,usgubewc-usgub-wy-2026-11-03-rep,liquidityProgram,2.38,PAID
2026-08-19,ussewc-usse-al-2026-11-03-dem,liquidityProgram,0.01,PAID
2026-08-19,ussewc-usse-al-2026-11-03-rep,liquidityProgram,0.01,PAID
2026-08-19,ussewc-usse-co-2026-11-03-dem,liquidityProgram,1.34,PAID
2026-08-19,ussewc-usse-co-2026-11-03-rep,liquidityProgram,0.01,PAID
2026-08-19,ussewc-usse-de-2026-11-03-dem,liquidityProgram,2.29,PAID
2026-08-19,ussewc-usse-il-2026-11-03-dem,liquidityProgram,2.6,PAID
2026-08-19,ussewc-usse-ky-2026-11-03-dem,liquidityProgram,2.03,PAID
2026-08-19,ussewc-usse-ky-2026-11-03-rep,liquidityProgram,0.01,PAID
2026-08-19,ussewc-usse-la-2026-11-03-rep,liquidityProgram,0.5,PAID
2026-08-19,ussewc-usse-ma-2026-11-03-dem,liquidityProgram,0.26,PAID
2026-08-19,ussewc-usse-nm-2026-11-03-dem,liquidityProgram,0.05,PAID
2026-08-19,ussewc-usse-ok-2026-11-03-rep,liquidityProgram,0.74,PAID
2026-08-19,ussewc-usse-sc-2026-11-03-dem,liquidityProgram,0.06,PAID
2026-08-19,ussewc-usse-tn-2026-11-03-rep,liquidityProgram,0.02,PAID
2026-08-19,ussewc-usse-va-2026-11-03-dem,liquidityProgram,0.06,PAID
2026-08-19,ussewc-usse-wy-2026-11-03-dem,liquidityProgram,0.16,PAID
2026-08-19,ussewc-usse-wy-2026-11-03-rep,liquidityProgram,1.99,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ala-6pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ala-7pt5wins,liquidityProgram,0.38,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ala-8pt5wins,liquidityProgram,0.44,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ala-9pt5wins,liquidityProgram,0.25,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-arz-9pt5wins,liquidityProgram,0.49,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-aubrn-5pt5wins,liquidityProgram,0.41,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-aubrn-6pt5wins,liquidityProgram,0.32,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-aubrn-7pt5wins,liquidityProgram,0.23,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-bayl-4pt5wins,liquidityProgram,0.24,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-bayl-5pt5wins,liquidityProgram,0.32,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-bayl-6pt5wins,liquidityProgram,0.15,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-bayl-7pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-bayl-8pt5wins,liquidityProgram,0.44,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-boise-9pt5wins,liquidityProgram,0.59,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-boscol-2pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-boscol-4pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-boscol-5pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-cah-8pt5wins,liquidityProgram,0.15,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-cin-6pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-cin-7pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-clmsn-5pt5wins,liquidityProgram,0.15,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-clmsn-6pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-clmsn-7pt5wins,liquidityProgram,0.29,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-clmsn-8pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-col-6pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-colst-4pt5wins,liquidityProgram,0.16,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-colst-5pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-duke-7pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-fl-5pt5wins,liquidityProgram,0.18,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-fl-6pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-fl-7pt5wins,liquidityProgram,0.29,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-fl-8pt5wins,liquidityProgram,0.18,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-fl-9pt5wins,liquidityProgram,0.21,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-frest-7pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ga-11pt5wins,liquidityProgram,0.34,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ga-7pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ga-9pt5wins,liquidityProgram,0.25,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-gtech-5pt5wins,liquidityProgram,0.22,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-gtech-7pt5wins,liquidityProgram,0.79,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-gtech-8pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ill-7pt5wins,liquidityProgram,0.01,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ill-8pt5wins,liquidityProgram,0.71,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ill-9pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ind-10pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ind-11pt5wins,liquidityProgram,0.24,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ind-9pt5wins,liquidityProgram,0.29,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-iowa-6pt5wins,liquidityProgram,0.16,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-iowa-7pt5wins,liquidityProgram,0.41,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-iowa-8pt5wins,liquidityProgram,0.2,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-kan-7pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-lou-7pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-lou-9pt5wins,liquidityProgram,0.19,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-lsu-7pt5wins,liquidityProgram,0.19,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-lsu-8pt5wins,liquidityProgram,0.27,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mary-7pt5wins,liquidityProgram,0.42,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mia-10pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mia-11pt5wins,liquidityProgram,0.49,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mia-7pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mia-8pt5wins,liquidityProgram,0.06,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mia-9pt5wins,liquidityProgram,0.22,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mich-10pt5wins,liquidityProgram,0.33,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mich-6pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mich-7pt5wins,liquidityProgram,0.18,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mich-8pt5wins,liquidityProgram,0.16,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mich-9pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-minnst-4pt5wins,liquidityProgram,0.15,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-minnst-7pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-miss-6pt5wins,liquidityProgram,0.36,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-miss-7pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-miss-8pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-miss-9pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-missr-5pt5wins,liquidityProgram,0.7,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mspst-6pt5wins,liquidityProgram,0.23,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mst-5pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-mst-6pt5wins,liquidityProgram,0.32,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ncar-6pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ncst-7pt5wins,liquidityProgram,0.16,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ncst-9pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-nebr-8pt5wins,liquidityProgram,0.8,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-nw-6pt5wins,liquidityProgram,0.06,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-nw-7pt5wins,liquidityProgram,0.69,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ohiost-10pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ohiost-11pt5wins,liquidityProgram,0.19,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ohiost-7pt5wins,liquidityProgram,0.14,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ohiost-8pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ohiost-9pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-okl-7pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-okl-8pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-okst-8pt5wins,liquidityProgram,0.26,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ore-10pt5wins,liquidityProgram,0.26,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ore-11pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ore-7pt5wins,liquidityProgram,0.19,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ore-9pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pennst-10pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pennst-11pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pennst-7pt5wins,liquidityProgram,0.14,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pennst-8pt5wins,liquidityProgram,0.16,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pennst-9pt5wins,liquidityProgram,0.06,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-pur-1pt5wins,liquidityProgram,0.07,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-sc-5pt5wins,liquidityProgram,0.09,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-sdst-7pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-smu-7pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-smu-8pt5wins,liquidityProgram,0.18,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-smu-9pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-syra-3pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-syra-6pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tcu-5pt5wins,liquidityProgram,0.07,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tcu-6pt5wins,liquidityProgram,0.34,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tcu-7pt5wins,liquidityProgram,0.13,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tcu-8pt5wins,liquidityProgram,0.33,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tcu-9pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tenn-7pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tenn-8pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tx-10pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tx-11pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tx-7pt5wins,liquidityProgram,0.17,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tx-8pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-tx-9pt5wins,liquidityProgram,0.07,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txam-10pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txam-6pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txam-7pt5wins,liquidityProgram,0.14,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txam-8pt5wins,liquidityProgram,0.11,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txam-9pt5wins,liquidityProgram,0.24,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txst-6pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txtech-10pt5wins,liquidityProgram,0.14,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txtech-11pt5wins,liquidityProgram,0.31,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txtech-8pt5wins,liquidityProgram,0.75,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-txtech-9pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ucf-7pt5wins,liquidityProgram,0.44,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ucla-4pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-ucla-7pt5wins,liquidityProgram,0.12,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-uk-2pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-usc-8pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-utah-10pt5wins,liquidityProgram,0.07,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-utah-6pt5wins,liquidityProgram,0.38,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-utah-7pt5wins,liquidityProgram,0.08,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-utah-8pt5wins,liquidityProgram,0.1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-vand-4pt5wins,liquidityProgram,0.05,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-vir-6pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-vtech-7pt5wins,liquidityProgram,0.04,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wake-7pt5wins,liquidityProgram,1,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wash-10pt5wins,liquidityProgram,0.19,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wash-6pt5wins,liquidityProgram,0.01,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wash-7pt5wins,liquidityProgram,0.01,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wash-8pt5wins,liquidityProgram,0.29,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wisc-4pt5wins,liquidityProgram,0.06,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wisc-7pt5wins,liquidityProgram,0.01,PAID
2026-08-20,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,liquidityProgram,0.02,PAID
2026-08-20,aqc-nfl-2027-01-10-playoffq-bal,liquidityProgram,0.35,PAID
2026-08-20,aqc-nfl-2027-01-10-playoffq-dal,liquidityProgram,0.09,PAID
2026-08-20,aqc-nfl-2027-01-10-playoffq-sea,liquidityProgram,0.88,PAID
2026-08-20,enwc-ushrp-ma-01-2026-09-01-dem-jerwha,liquidityProgram,0.03,PAID
2026-08-20,enwc-ushrp-ma-01-2026-09-01-dem-ricnea,liquidityProgram,0.03,PAID
2026-08-20,enwc-ushrp-ma-08-2026-09-01-dem-patroa,liquidityProgram,0.11,PAID
2026-08-20,enwc-ushrp-ma-08-2026-09-01-dem-stelyn,liquidityProgram,0.11,PAID
2026-08-20,enwc-uspres-nom-dem-2028-andbes,liquidityProgram,0.33,PAID
2026-08-20,enwc-uspres-nom-dem-2028-dwajoh,liquidityProgram,1.88,PAID
2026-08-20,enwc-uspres-nom-dem-2028-gavnew,liquidityProgram,2.61,PAID
2026-08-20,enwc-uspres-nom-dem-2028-jamtal,liquidityProgram,3.68,PAID
2026-08-20,enwc-uspres-nom-dem-2028-jbpri,liquidityProgram,0.03,PAID
2026-08-20,enwc-uspres-nom-dem-2028-jonoss,liquidityProgram,0.03,PAID
2026-08-20,enwc-uspres-nom-dem-2028-jonste,liquidityProgram,4.72,PAID
2026-08-20,enwc-uspres-nom-dem-2028-jossha,liquidityProgram,1.26,PAID
2026-08-20,enwc-uspres-nom-dem-2028-markel,liquidityProgram,1.16,PAID
2026-08-20,enwc-uspres-nom-dem-2028-micoba,liquidityProgram,0.62,PAID
2026-08-20,enwc-uspres-nom-dem-2028-petbut,liquidityProgram,0.56,PAID
2026-08-20,enwc-uspres-nom-dem-2028-rahema,liquidityProgram,1.89,PAID
2026-08-20,enwc-uspres-nom-dem-2028-rokha,liquidityProgram,0.55,PAID
2026-08-20,enwc-uspres-nom-dem-2028-stasmi,liquidityProgram,0.61,PAID
2026-08-20,enwc-uspres-nom-dem-2028-wesmoo,liquidityProgram,0.03,PAID
2026-08-20,enwc-uspres-nom-rep-2028-dontru,liquidityProgram,0.01,PAID
2026-08-20,enwc-uspres-nom-rep-2028-elomus,liquidityProgram,2.65,PAID
2026-08-20,enwc-uspres-nom-rep-2028-jdvan,liquidityProgram,2.21,PAID
2026-08-20,enwc-uspres-nom-rep-2028-margre,liquidityProgram,2.02,PAID
2026-08-20,enwc-uspres-nom-rep-2028-ranpau,liquidityProgram,0.01,PAID
2026-08-20,enwc-uspres-nom-rep-2028-rondes,liquidityProgram,6.88,PAID
2026-08-20,enwc-uspres-nom-rep-2028-tedcru,liquidityProgram,1.09,PAID
2026-08-20,enwc-uspres-nom-rep-2028-thomas,liquidityProgram,1.53,PAID
2026-08-20,enwc-uspres-nom-rep-2028-tuccar,liquidityProgram,0.62,PAID
2026-08-20,enwc-uspres-nom-rep-2028-tulgab,liquidityProgram,3.19,PAID
2026-08-20,enwc-uspres-nom-rep-2028-vivram,liquidityProgram,3.6,PAID
2026-08-20,ewc-usp-2028-11-07-dontru,liquidityProgram,0.03,PAID
2026-08-20,ewc-usp-2028-11-07-dontrujr,liquidityProgram,0.06,PAID
2026-08-20,ewc-usp-2028-11-07-dwajoh,liquidityProgram,0.5,PAID
2026-08-20,ewc-usp-2028-11-07-elomus,liquidityProgram,1.88,PAID
2026-08-20,ewc-usp-2028-11-07-gleyou,liquidityProgram,0.66,PAID
2026-08-20,ewc-usp-2028-11-07-jamtal,liquidityProgram,1.03,PAID
2026-08-20,ewc-usp-2028-11-07-jbpri,liquidityProgram,5.05,PAID
2026-08-20,ewc-usp-2028-11-07-jonoss,liquidityProgram,0.15,PAID
2026-08-20,ewc-usp-2028-11-07-jossha,liquidityProgram,1.12,PAID
2026-08-20,ewc-usp-2028-11-07-kamhar,liquidityProgram,0.26,PAID
2026-08-20,ewc-usp-2028-11-07-markel,liquidityProgram,0.3,PAID
2026-08-20,ewc-usp-2028-11-07-marrub,liquidityProgram,1.45,PAID
2026-08-20,ewc-usp-2028-11-07-micoba,liquidityProgram,0.34,PAID
2026-08-20,ewc-usp-2028-11-07-petbut,liquidityProgram,2.27,PAID
2026-08-20,ewc-usp-2028-11-07-rahema,liquidityProgram,0.78,PAID
2026-08-20,ewc-usp-2028-11-07-rondes,liquidityProgram,0.44,PAID
2026-08-20,ewc-usp-2028-11-07-stasmi,liquidityProgram,1.1,PAID
2026-08-20,ewc-usp-2028-11-07-thomas,liquidityProgram,1.79,PAID
2026-08-20,ewc-usp-2028-11-07-tuccar,liquidityProgram,0.83,PAID
2026-08-20,ewc-usp-2028-11-07-tulgab,liquidityProgram,3.72,PAID
2026-08-20,ewc-usp-2028-11-07-vivram,liquidityProgram,2.73,PAID
2026-08-20,ewc-usp-2028-11-07-wesmoo,liquidityProgram,2.73,PAID
2026-08-20,ewc-usp-party-2028-11-07-dem,liquidityProgram,6.97,PAID
2026-08-20,ewc-usse-ak-2026-11-03-dem,liquidityProgram,0.01,PAID
2026-08-20,ewc-usse-ak-2026-11-03-rep,liquidityProgram,0.05,PAID
2026-08-20,ewc-usse-ga-2026-11-03-dem,liquidityProgram,0.08,PAID
2026-08-20,ewc-usse-ia-2026-11-03-dem,liquidityProgram,0.03,PAID
2026-08-20,ewc-usse-ia-2026-11-03-rep,liquidityProgram,0.09,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-calewil,liquidityProgram,0.06,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-danjon,liquidityProgram,0.07,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-dramay,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-gensmi,liquidityProgram,0.07,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-jaxdar,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-jaydan,liquidityProgram,0.05,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-jusher,liquidityProgram,0.08,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-matsta,liquidityProgram,0.03,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-patmah,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-qbfpou-2027-01-10-tylsho,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-alvkam,liquidityProgram,0.05,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-bhatut,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-bijrob,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-blacor,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-bucirv,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-camska,liquidityProgram,0.05,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-chrmcc,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-chuhub,liquidityProgram,0.06,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-davmon,liquidityProgram,0.07,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-derhen,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-dswi,liquidityProgram,0.03,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-jacomer,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-jamcoo,liquidityProgram,0.03,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-jaywar,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-omaham,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-quijud,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-rhaste,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-rjhar,liquidityProgram,0.07,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-tonpol,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-trevhen,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-tylall,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-rbfpou-2027-01-10-tyrtra,liquidityProgram,0.02,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-brestr,liquidityProgram,0.05,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-brobow,liquidityProgram,0.1,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-chioko,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-dalgoe,liquidityProgram,0.04,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-dalkin,liquidityProgram,0.03,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-dalsch,liquidityProgram,0.05,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-davnjo,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-geokit,liquidityProgram,0.1,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-hunhen,liquidityProgram,0.01,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-juwjoh,liquidityProgram,0.07,PAID
2026-08-20,fptc-nfl-tefpou-2027-01-10-marand,liquidityProgram,0.01,PAID
