ts,family,market,side,qty,px,purpose,est_day,rested_h,fair,band_lo,band_hi,conf,touch_bid,touch_ask,conc,pos_after,why,oid
1787606039.4,nba,tec-nba-mvp-2027-05-17-w-jaytat,BUY,20,0.05,hand,,2.09,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2QX07QFRDK1
1787606088.2,nba,tec-nba-mvp-2027-05-17-w-giaant,BUY,10,0.06,hand,,2.05,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2QYCTZVPDK1
1787606092.6,nba,tec-nba-mvp-2027-05-17-w-nikjok,BUY,5,0.12,hand,,2.05,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2QY2BZNCDK0
1787606095.7,nba,tec-nba-mvp-2027-05-17-w-shagil,BUY,5,0.16,hand,,0.85,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2RX95KVTDJR
1787606148.8,nba,tec-nba-mvp-2027-05-17-w-tyrmax,SELL,50,0.01,hand,,0.02,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2SNY3SGADKA
1787612056.5,nba,tec-nba-champ-2027-06-18-w-det,BUY,20,0.05,earn,0.0142,32.59,,4,7,0,0.05,0.06,0,20,joins the touch — the book has been quiet,C1Z45CG4ADK0
1787618810.7,nba,tec-nba-champ-2027-06-18-w-det,BUY,20,0.03,hand,,1.82,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C2V62ZSKGDK1
1787652066.2,nba,tec-nba-champ-2027-06-18-w-phi,BUY,5,0.12,earn,0.0009,43.8,,11,14,0,0.12,0.13,-0.01,5,joins the touch — the book has been quiet,C1Z1D6V5EDK1
1787716433.7,nba,tec-nba-mvp-2027-05-17-w-kevdur,SELL,1,0.02,hand,,10.36,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3B4GD856FSS
1787716445.4,nba,tec-nba-mvp-2027-05-17-w-lambal,BUY,100.01,0.01,hand,,10.35,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3B4Z8R5MFSS
1787716448.3,nba,tec-nba-mvp-2027-05-17-w-paoban,BUY,100,0.01,hand,,10.33,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3B581R6MFSJ
1787716450.8,nba,tec-nba-mvp-2027-05-17-w-denavd,BUY,75,0.01,hand,,10.29,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3B6W35NAFSS
1787716453.4,nba,tec-nba-mvp-2027-05-17-w-tyrmax,BUY,50,0.01,hand,,10.27,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3B7QPY90FSG
1787716455.8,nba,tec-nba-mvp-2027-05-17-w-antedw,BUY,20,0.03,hand,,12.76,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C392GNG5CFSP
1787716458.6,nba,tec-nba-mvp-2027-05-17-w-cadcun,SELL,1,0.04,hand,,10.99,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3AKFPY8TFSM
1787716460.9,nba,tec-nba-mvp-2027-05-17-w-donmit,SELL,1,0.02,hand,,10.91,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3ANWK21RFSJ
1787716476.8,nba,tec-nba-champ-2027-06-18-w-mia,SELL,1,0.07,hand,,4.85,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3FQZ1MKYFSK
1787716737.6,nba,tec-nba-champ-2027-06-18-w-nyk,BUY,10,0.07,hand,,13.18,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C38RV9RP8FSS
1787739418.7,nba,tec-nba-champ-2027-06-18-w-mil,SELL,1,0.02,hand,,16.21,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3BK2X50CFSJ
1787739422.1,nba,tec-nba-champ-2027-06-18-w-cle,SELL,1,0.04,hand,,16.39,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3BDV3ZSYFSR
1787739426.0,nba,tec-nba-champ-2027-06-18-w-tor,SELL,1,0.04,hand,,16.32,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3BG0F1FWFSH
1787740903.0,nba,tec-nba-champ-2027-06-18-w-phi,BUY,5,0.11,hand,,5.48,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C3MZSKSZYFSM
1788098334.8,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.02,earn,3.7457,1.02,,3,15,0,0.01,0.02,0.05,-0.01,joins the touch — the book has been quiet,C6DW340NPKDH
1788108828.7,cfb,aachc-cfb-wins-2026-11-28-ill-7pt5wins,BUY,0.17,0.39,hand,,1.84,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C6FPXTR38KDD
1788123177.9,cfb,aachc-cfb-wins-ou-2026-11-28-stan,SELL,1,0.55,earn,0.1007,6.42,,46,56,0,0.54,0.55,-0.03,-1,joins the touch — the book has been quiet,C6F5ZAVD0KDM
1788141173.3,nba,tec-nba-champ-2027-06-18-w-gsw,BUY,1,0.02,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C6S023GFJKDK
1788283769.1,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,BUY,0.01,0.38,earn,0.2465,0.32,,37,47,0.256,0.38,0.51,-0.04,2.01,12 ticks in front of the touch — we would hold 96% of the bid side,C7TVG3A2GMAC
1788290789.5,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,BUY,0.01,0.36,earn,9.0663,0.27,,35,42,0.531,0.01,0.51,-0.02,2.02,10 ticks in front of the touch — we would hold 97% of the bid side,C7WJHGHZ8M99
1788298177.3,cfb,aachc-cfb-wins-2026-11-28-txst-8pt5wins,BUY,0.3,0.2,hand,,0.08,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C7YHAWXZPMA6
1788298763.9,cfb,aachc-cfb-wins-2026-11-28-txst-8pt5wins,BUY,0.35,0.09,backfill,,0.58,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C7Y8KS1AMM9G
1788325004.3,cfb,aachc-cfb-wins-2026-11-28-vir-7pt5wins,SELL,1,0.66,earn,0.6304,0.65,,59,66,0.041,0.65,0.66,-0.03,-1.01,joins the touch — the book has been quiet,C846W080MM9F
1788357809.0,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,BUY,1,0.44,hand,,0.62,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C8C6RDWMMMW1
1788357809.0,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,BUY,0.02,0.44,hand,,0.98,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C8BYHBGCPMW0
1788357809.0,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,BUY,0.02,0.44,hand,,1.02,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,C8BWT3QW2MVP
1788359062.1,cfb,aachc-cfb-wins-2026-11-28-boise-9pt5wins,BUY,0.01,0.4,earn,0.0219,0.83,,27,34,0,0.34,0.4,0.1,0.01,joins the touch — the book has been quiet,C8CBM83JYMVV
1788360022.3,cfb,aachc-cfb-wins-2026-11-28-ill-7pt5wins,BUY,0.01,0.77,earn,3.7499,1.32,,66,78,0,0.57,0.78,0.04,0.01,joins the touch — the book has been quiet,C8C5CSHFCMVF
1788362122.7,cfb,aachc-cfb-wins-2026-11-28-stan-5pt5wins,SELL,1,0.03,sell,7.5,0.15,,33,39,0.571,0.02,0.03,0.33,0,selling filled stock — it earns while it waits,C8DR5JASEMVR
1788371596.1,cfb,aachc-cfb-wins-2026-11-28-ill-7pt5wins,BUY,0.01,0.62,earn,2.9964,1.23,,60,69,0.439,0.56,0.67,-0.03,0.02,6 ticks in front of the touch — we would hold 40% of the bid side,C8F3E213JMW0
1788378235.7,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,BUY,1,0.29,earn,2.4916,1.84,,28,34,0,0.29,0.3,-0.02,1,1 tick in front of the touch — we would hold 31% of the bid side,C8G5QX78RMW1
1788387839.4,cfb,aachc-cfb-wins-2026-11-28-vir-7pt5wins,SELL,0.13,0.7,backfill,,0.2,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C8KWB0VGJMVK
1788393484.9,cfb,aachc-cfb-wins-2026-11-28-oregst-5pt5wins,SELL,0.5,0.19,earn,7.3529,2.04,,15,23,0,0.18,0.19,0,-0.5,joins the touch — the book has been quiet,C8KNK6ZW0MVP
1788402167.9,cfb,aachc-cfb-wins-2026-11-28-wash-10pt5wins,BUY,1,0.2,earn,3.7499,0.13,,,,0.209,,,,4,1 tick in front of the touch — we would hold 77% of the bid side,C8Q9KCPTTMVY
1788404103.3,cfb,aachc-cfb-wins-2026-11-28-vir-7pt5wins,SELL,1,0.7,earn,0.2695,0.64,,64,69,0.365,0.68,0.69,-0.03,-2,1 tick behind the touch — we would hold 4% of the ask side,C8QAD8APAMVZ
1788408006.0,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,SELL,1,0.29,sell,0,0,,27,31,0.415,0.29,0.3,0,0,taker dump — sold into the bid (the carved exception),C8RT5WQMEMVP
1788408666.1,cfb,aachc-cfb-wins-2026-11-28-nd-8pt5wins,SELL,1,0.89,sell,0,0,,85,91,0.498,0.89,0.9,-0.01,0,taker dump — sold into the bid (the carved exception),C8RZC7H9AMVK
1788409069.5,cfb,aachc-cfb-wins-2026-11-28-vir-7pt5wins,SELL,0.01,0.71,backfill,,1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C8R6MFA2JMW0
1788410624.3,cfb,aachc-cfb-wins-ou-2026-11-28-stan,SELL,1,0.67,backfill,,1.96,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C8QQEVHTRMVY
1788411656.4,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,BUY,0.01,0.16,sell,0,19.57,,15,20,0.135,0.16,0.2,-0.01,0,buying back the short at or under what it sold for — the bid earns while it wait,C881G0VV8MVP
1788435304.7,cfb,aachc-cfb-wins-2026-11-28-vir-7pt5wins,SELL,1,0.72,manual,0.6221,7.25,,68,72,0.657,0.71,0.72,-0.02,-3.01,the owner's own order — the engine leaves it alone,C8S2S6K98MVG
1788435372.7,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,BUY,0.36,0.23,backfill,,7.13,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C8S6YVBREMW0
1788441122.5,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.5,0.2,manual,0,10.77,,13,18,0.458,0.14,0.2,-0.04,-0.5,the owner's own order — the engine leaves it alone,C8QD9FQKMMVZ
1788446444.1,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,BUY,1,0.34,sell,0,0.03,,15,19,0.62,0.15,0.35,0.17,2,buying back the short at or under what it sold for — the bid earns while it wait,C91Y6Q1ERMW1
1788453902.4,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,BUY,0.36,0.23,backfill,,12.27,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C8S6YVBREMW0
1788453950.1,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,BUY,0.26,0.23,manual,0.0044,12.28,,27,31,0.357,0.29,0.3,-0.06,0.98,the owner's own order — the engine leaves it alone,C8S6YVBREMW0
1788456710.8,cfb,aachc-cfb-wins-2026-11-28-ill-7pt5wins,BUY,1,0.46,earn,7.4257,1.35,,57,71,0.506,0.46,0.49,-0.17,1,1 tick behind the touch — we would hold 91% of the bid side,C93A39VATMVR
1788463732.5,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,1,0.17,sell,7.0093,0.6,,16,20,0.692,0.16,0.17,0.01,0,selling filled stock — it earns while it waits,C95JN3Z6PMVR
1788497052.6,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,SELL,1,0.64,sell,0.9363,22.92,,60,66,0.286,0.59,0.64,-0.01,0,selling filled stock — it earns while it waits,C8TAX26KAMVK
1788529125.0,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.34,earn,0,0.35,,17,21,0.685,0.33,0.4,-0.15,-1.01,6 ticks in front of the touch — we would hold 1% of the ask side,C9NAK9NFGMVF
1788532478.8,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.34,earn,0.1294,0.28,,18,22,0.747,0.33,0.34,-0.14,-1.01,6 ticks in front of the touch — we would hold 1% of the ask side,C9P7YS29RMW0
1788533871.7,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,BUY,1,0.62,sell,0.0209,1.72,,61,67,0.503,0.66,0.67,-0.02,2,buying back the short at or under what it sold for — the bid earns while it wait,C9N9B3EGAMVF
1788535613.2,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.34,earn,0.0918,0.13,,24,31,0.788,0.33,0.4,-0.06,-1.01,6 ticks in front of the touch — we would hold 0% of the ask side,C9Q4SPRQRMVY
1788540182.1,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.34,earn,0.1294,0.39,,29,34,0.816,0.33,0.34,-0.02,-1.01,6 ticks in front of the touch — we would hold 1% of the ask side,C9QZ4SRT4MVF
1788544626.8,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.01,0.34,earn,0.1294,0.56,,32,35,0.838,0.33,0.34,0,-1.01,6 ticks in front of the touch — we would hold 1% of the ask side,C9RXG63DGMW1
1788569206.4,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,BUY,0.44,0.33,backfill,,11.55,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,C9N8EPTV6MVZ
1788580996.3,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,SELL,1,0.2,sell,0,0,,50,61,0.59,0.2,0.21,0.36,0,taker dump — sold into the bid (the carved exception),CA20TMB1AMVF
1788587923.9,cfb,aachc-cfb-wins-2026-11-28-washst-4pt5wins,BUY,0.5,0.79,earn,4.4987,1.56,,72,80,0,0.8,0.81,0.02,0.5,1 tick behind the touch — we would hold 1% of the bid side,CA2A4H01GMVK
1788608576.2,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,BUY,1,0.2,sell,0.4656,7.64,,54,63,0.553,0.2,0.21,-0.39,2,buying back the short at or under what it sold for — the bid earns while it wait,CA21PSE7GMVR
1788609262.2,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,SELL,1,0.2,sell,0,0,,13,38,0.674,0.2,0.21,0.02,0,taker dump — sold into the bid (the carved exception),CA8KEZNF4MVP
1788611753.4,cfb,aachc-cfb-wins-2026-11-28-wisc-8pt5wins,SELL,1,0.29,sell,0,0,,26,31,0.374,0.29,0.3,-0.01,0,taker dump — sold into the bid (the carved exception),CA9AZKEE4MVZ
1788618965.3,cfb,aachc-cfb-wins-2026-11-28-ucf-5pt5wins,SELL,0.9,0.66,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CAB1WGMP4MVY
1788618965.3,cfb,aachc-cfb-wins-2026-11-28-ucf-5pt5wins,SELL,0.1,0.66,hand,,10.87,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CA1RF7TMMMVV
1788622839.8,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,BUY,1,0.2,sell,0.3706,3.66,,17,43,0.657,0.16,0.2,-0.06,2,buying back the short at or under what it sold for — the bid earns while it wait,CA8QXTMMRMVF
1788623505.7,cfb,aachc-cfb-wins-2026-11-28-ind-7pt5wins,BUY,3,0.89,sell,0.4214,12.61,,85,92,0.005,0.89,0.9,0.01,0,buying back the short at or under what it sold for — the bid earns while it wait,CA1CC8YBGMVK
1788665750.3,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,SELL,1,0.21,sell,0,0,,18,25,0.686,0.21,0.22,0.01,0,taker dump — sold into the bid (the carved exception),CAPAX2P7MPQ1
1788665810.3,cfb,aachc-cfb-wins-2026-11-28-kan-7pt5wins,SELL,0.1,0.37,sell,0,0,,5,16,0.482,0.37,0.38,-0.27,0.9,taker dump — sold into the bid (the carved exception),CAPB527JWPQ1
1788665870.4,cfb,aachc-cfb-wins-2026-11-28-kan-7pt5wins,BUY,1,0.44,sell,0,0.03,,4,16,0.482,0.04,0.38,0.35,1.9,buying back the short at or under what it sold for — the bid earns while it wait,CAPAX2NJ6PQ1
1788666050.4,cfb,aachc-cfb-wins-ou-2026-11-28-ill,BUY,0.8,0.49,earn,0.235,0.05,,39,54,0,0.49,0.5,0.02,0.8,joins the touch — the book has been quiet,CAPBH36GMPPZ
1788666427.1,cfb,aachc-cfb-wins-2026-11-28-clmsn-6pt5wins,BUY,3,0.72,backfill,,0.22,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAP9MHCCWPPT
1788666623.5,cfb,aachc-cfb-wins-2026-11-28-syra-4pt5wins,SELL,1,0.54,sell,0,0,,52,58,0.374,0.54,0.55,0.01,0,taker dump — sold into the bid (the carved exception),CAPHBEGQGPQ0
1788666683.5,cfb,aachc-cfb-wins-2026-11-28-syra-4pt5wins,BUY,1,0.54,sell,0.037,0.26,,52,58,0.374,0.54,0.55,-0.01,1,buying back the short at or under what it sold for — the bid earns while it wait,CAPAX2P3MPQ1
1788669685.3,cfb,aachc-cfb-wins-2026-11-28-tenn-6pt5wins,SELL,1,0.6,sell,7.4999,0.1,,71,81,0.115,0.59,0.6,0.16,0,selling filled stock — it earns while it waits,CAQ56BJ72PPS
1788671338.6,cfb,aachc-cfb-wins-2026-11-28-lou-6pt5wins,BUY,0.01,0.98,earn,0.3261,0.39,,77,90,0,0.69,0.95,0.15,0.01,joins the touch — the book has been quiet,CAQCS554GPMV
1788673484.2,cfb,aachc-cfb-wins-2026-11-28-pennst-9pt5wins,SELL,1,0.63,earn,0.0163,0.4,,47,58,0.185,0.62,0.63,-0.1,-2,at the touch — a fill here is 2 ticks inside value (evidence band only; confiden,CAQS8G566PPT
1788673664.2,cfb,aachc-cfb-wins-2026-11-28-mst-4pt5wins,SELL,1,0.55,sell,0.0765,2.18,,55,61,0.594,0.54,0.56,0.03,0,selling filled stock — it earns while it waits,CAPB7A8S0PPY
1788674766.0,cfb,aachc-cfb-wins-2026-11-28-uk-6pt5wins,SELL,1,0.24,sell,0.2336,0.49,,26,40,0.488,0.23,0.29,0.1,0,selling filled stock — it earns while it waits,CAR055FVPPPZ
1788676083.9,cfb,aachc-cfb-wins-2026-11-28-boise-8pt5wins,SELL,0.01,0.75,earn,7.4499,0.03,,57,66,0.488,0.5,0.86,-0.13,-0.01,11 ticks in front of the touch — we would hold 99% of the ask side,CARQC9FXRPPZ
1788676743.9,cfb,aachc-cfb-wins-2026-11-28-colst-4pt5wins,SELL,1,0.55,earn,0.0222,1.01,,46,54,0.199,0.54,0.55,-0.05,-2,at the touch — a fill here is 1 ticks inside value (evidence band only; confiden,CAR0QYBQ6PPS
1788677483.1,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,BUY,2,0.17,earn,3.6585,0.02,,32,36,0.746,0.01,0.18,-0.17,2,at the touch — a fill here is 13 ticks inside value (evidence band only; confide,CAS2MASY6PQ1
1788677592.7,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,SELL,0.5,0.44,earn,1.3066,0.03,,29,50,0,0.43,0.55,-0.06,-0.5,joins the touch — the book has been quiet,CAS2TPG0WPQ0
1788693488.5,cfb,aachc-cfb-wins-2026-11-28-washst-4pt5wins,SELL,1,0.36,sell,0,0.11,,71,79,0.322,0.36,0.86,0.39,0,selling filled stock — it earns while it waits,CAWF08AYGQ3N
1788693848.6,cfb,aachc-cfb-wins-2026-11-28-boise-8pt5wins,BUY,0.01,0.74,sell,7.5,0.29,,71,78,0.619,0.72,0.99,-0.01,0,buying back the short at or under what it sold for — the bid earns while it wait,CAW38WFHAQ3X
1788693848.6,cfb,aachc-cfb-wins-2026-11-28-fl-9pt5wins,BUY,1,0.11,sell,0,0.33,,10,21,0.502,0.01,0.12,-0.04,0,buying back the short at or under what it sold for — the bid earns while it wait,CAVYD0MSGQ3Y
1788693848.6,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,BUY,1,0.54,sell,9.3382,0.33,,45,55,0.433,0.03,0.54,0.04,0,buying back the short at or under what it sold for — the bid earns while it wait,CAVTNV3QAQ3H
1788695164.4,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,SELL,1,0.04,sell,3.75,0.37,,45,53,0.613,0.03,0.54,0.45,0,selling filled stock — it earns while it waits,CAX10ZV9JQ46
1788695452.3,cfb,aachc-cfb-wins-2026-11-28-fl-9pt5wins,SELL,1,0.04,sell,0,0.04,,7,15,0.646,0.35,0.85,0.07,0,selling filled stock — it earns while it waits,CAXD3QCECQ3T
1788695583.9,cfb,aachc-cfb-wins-2026-11-28-fl-9pt5wins,BUY,1,0.08,sell,0,0.04,,8,15,0.727,0.08,0.51,-0.03,0,buying back the short at or under what it sold for — the bid earns while it wait,CAXEC3KGAQ3X
1788695766.4,cfb,aachc-cfb-wins-2026-11-28-syra-4pt5wins,BUY,1,0.64,sell,6.8182,0.69,,42,54,0.55,0.64,0.65,0.15,0,buying back the short at or under what it sold for — the bid earns while it wait,CAWR237FEQ3Y
1788695766.4,cfb,aachc-cfb-wins-2026-11-28-colst-4pt5wins,SELL,1,0.63,earn,0.0853,0.2,,54,61,0.494,0.61,0.85,-0.06,-3,1 tick behind the touch — we would hold 1% of the ask side,CAXB3BHFYQ46
1788695766.4,cfb,aachc-cfb-wins-2026-11-28-syra-4pt5wins,SELL,1,0.64,sell,0,0,,42,54,0.673,0.64,0.65,-0.15,0,taker dump — sold into the bid (the carved exception),CAXGSX23WQ3H
1788696851.4,cfb,aachc-cfb-wins-2026-11-28-fl-9pt5wins,SELL,1,0.03,sell,0,0.02,,6,10,0.776,0.02,0.24,0.05,0,selling filled stock — it earns while it waits,CAXRG9JPJQ3R
1788697001.4,cfb,aachc-cfb-wins-2026-11-28-colst-4pt5wins,BUY,2.1,0.57,backfill,,0.31,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAXJ1FTVCQ3R
1788697944.4,cfb,aachc-cfb-wins-2026-11-28-boise-8pt5wins,BUY,0.01,0.66,earn,0.0852,0.24,,70,76,0.706,0.6,0.73,-0.07,0.01,8 ticks in front of the touch — we would hold 99% of the bid side,CAXSR5K8CQ46
1788698554.7,cfb,aachc-cfb-wins-2026-11-28-fl-9pt5wins,BUY,0.9,0.23,backfill,,0.47,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAXQZE0C2Q46
1788699779.4,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,BUY,1,0.45,backfill,,0.34,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAY48KBVAQ45
1788699809.3,cfb,aachc-cfb-wins-2026-11-28-cah-6pt5wins,BUY,0.4,0.58,backfill,,0.67,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAXW288RWQ3R
1788700205.4,cfb,aachc-cfb-wins-2026-11-28-tx-10pt5wins,SELL,3,0.41,sell,0,1.87,,,,0.038,,,,0,selling filled stock — it earns while it waits,CAWXSABPJQ3Z
1788700205.4,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,SELL,1,0.5,sell,0,0.08,,,,0.761,,,,0,selling filled stock — it earns while it waits,CAYF36RTAQ3H
1788701919.3,cfb,aachc-cfb-wins-2026-11-28-vir-8pt5wins,BUY,1,0.35,earn,0,1.27,,48,57,0.229,0.43,0.44,-0.18,1,at the touch — a fill here is 4 ticks inside value (evidence band only; confiden,CAXW0YCMTQ3H
1788701967.5,cfb,aachc-cfb-wins-2026-11-28-utah-9pt5wins,SELL,0.5,0.4,backfill,,1.24,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAXWPR77TQ3R
1788702546.2,cfb,aachc-cfb-wins-2026-11-28-pennst-9pt5wins,SELL,1,0.72,earn,0,1.23,,61,69,0.476,0.71,0.98,-0.07,-3,1 tick behind the touch — we would hold 58% of the ask side,CAY1Y0RMMQ3Y
1788702546.2,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,BUY,1,0.38,manual,9.375,0.65,,17,28,0.642,0.17,0.29,0.16,0,the owner's own order — the engine leaves it alone,CAYGQ67F4Q48
1788702546.2,cfb,aachc-cfb-wins-2026-11-28-vir-8pt5wins,SELL,0.1,0.57,sell,0,0,,38,44,0.53,0.57,0.58,-0.16,0.9,taker dump — sold into the bid (the carved exception),CAZ3X760EQ3N
1788702971.6,cfb,aachc-cfb-wins-2026-11-28-vir-8pt5wins,SELL,1,0.23,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CAZ5C5Q8YQ3T
1788704955.3,cfb,aachc-cfb-wins-2026-11-28-colst-4pt5wins,BUY,1,0.7,sell,0,1.55,,58,65,0.633,0.6,0.85,0.09,0,buying back the short at or under what it sold for — the bid earns while it wait,CAY9SNXS0Q3R
1788704955.3,cfb,aachc-cfb-wins-2026-11-28-minnst-6pt5wins,SELL,0.5,0.49,earn,4.4999,0.5,,45,53,0,0.47,0.49,0,-0.5,1 tick behind the touch — we would hold 60% of the ask side,CAZ72QEH4Q3Y
1788705362.4,cfb,aachc-cfb-wins-2026-11-28-boise-8pt5wins,BUY,0.01,0.59,earn,9.3626,0.26,,64,70,0.757,0.47,0.62,-0.08,0.02,8 ticks in front of the touch — we would hold 99% of the bid side,CAZHZ7Y0WQ3T
1788706430.7,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,BUY,0.06,0.49,backfill,,1.73,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAYH4GG6WQ45
1788707881.5,cfb,aachc-cfb-wins-2026-11-28-mspst-4pt5wins,BUY,2,0.67,sell,17.8571,0.72,,58,70,0.112,0.67,0.68,0.02,0,buying back the short at or under what it sold for — the bid earns while it wait,CAZRGMPQAQ3Y
1788708310.7,cfb,aachc-cfb-wins-2026-11-28-mspst-4pt5wins,SELL,0.9,0.55,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CB0F0BN3GQ3T
1788708618.0,cfb,aachc-cfb-wins-2026-11-28-byu-8pt5wins,SELL,0.01,0.5,earn,0.8523,0.3,,60,73,0,0.49,0.71,0.18,-0.01,joins the touch — the book has been quiet,CB09GQ0J4Q46
1788708618.0,cfb,aachc-cfb-wins-2026-11-28-okst-5pt5wins,BUY,1,0.49,earn,4.99,0.54,,48,56,0,0.49,0.5,-0.03,1,joins the touch — the book has been quiet,CB032HP86Q46
1788708978.0,cfb,aachc-cfb-wins-2026-11-28-cah-6pt5wins,BUY,0.5,0.66,earn,1.125,0.95,,62,69,0,0.38,0.64,0.01,0.5,1 tick behind the touch — we would hold 60% of the bid side,CAZTQCRAEQ3Z
1788715881.4,cfb,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,SELL,1,0.13,sell,0,0.02,,13,20,0.71,0.12,0.13,0.04,0,selling filled stock — it earns while it waits,CB2A9BHDEQ3Z
1788717332.0,cfb,aachc-cfb-wins-2026-11-28-ohiost-7pt5wins,BUY,0.9,0.8,backfill,,6.46,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CAX3WBXXYQ45
1788718804.0,cfb,aachc-cfb-wins-2026-11-28-uk-2pt5wins,SELL,0.01,0.71,earn,0.6818,0.15,,83,90,0,0.7,0.85,0.15,-0.01,joins the touch — the book has been quiet,CB2WJNNPMQ3Z
1788719584.1,cfb,aachc-cfb-wins-2026-11-28-cin-5pt5wins,BUY,0.8,0.51,sell,3.21,7.04,,41,51,0.055,0.51,0.52,0.05,-0.2,an exit — its fill reduces the position it sits on,CAX51MRH4Q3R
